ip,host,url
208.122.196.219,plumpening.com,http://www.tgpmania.org/tgpx/thumbs/10679.jpg
160.58.148.2,160.58.148.2,http://www.dhl.de/en.html
125.6.146.19,125-6-146-19.data-hotel.net,http://parts.blog.livedoor.jp/img/cmn/clip_16_12_b.gif
125.6.146.19,125-6-146-19.data-hotel.net,http://parts.blog.livedoor.jp/img/cmn/clip_16_12_b.gif
125.6.146.19,125-6-146-19.data-hotel.net,http://parts.blog.livedoor.jp/img/cmn/clip_16_12_b.gif
108.163.236.219,108.163.236.219,http://www.killerhiphop.com/wp-content/themes/kh-custom/images/bg_body.gif
209.123.113.51,209.123.113.51,http://www.greatamericanphotocontest.com/_flash/babyflash.swf
209.123.113.51,209.123.113.51,http://www.greatamericanphotocontest.com/_flash/babyflash.swf
209.123.113.51,209.123.113.51,http://www.greatamericanphotocontest.com/_flash/babyflash.swf
209.123.113.51,209.123.113.51,http://www.greatamericanphotocontest.com/_flash/babyflash.swf
64.14.56.100,64.14.56.100,http://www.myfoxdfw.com/
174.35.52.184,i1-h0-s4004.p9-jfk.cdngp.net,http://imgcache.qq.com/ac/www_tencent/zh-cn/images/menu/submenu/at/hover/menu-at-01.png
5.79.78.78,5.79.78.78,http://stagevu.com/img/white/newtitle.png
209.202.133.22,209.202.133.22,http://www.cruisesonly.com/images_unique/blank.gif
199.115.116.52,199.115.116.52,http://images.badboyscash.com/badboyscash/imenu/bbc_html_menu06.jpg
167.114.64.149,ns508635.ip-167-114-64.net,http://www.moneymakergroup.com/style_images/mmg_2/bar_home.png
167.114.64.149,ns508635.ip-167-114-64.net,http://www.moneymakergroup.com/style_images/mmg_2/bar_home.png
195.69.185.101,195.69.185.101,http://www.kharkov.ua/images/aa.jpg
217.107.215.12,217.107.215.12,http://www.lukoil.com/images/site_map_eng.gif
210.237.173.52,210.237.173.52,http://weathernews.jp/report/swf/report_sorauta_text.swf
211.8.156.34,mwsvs6061.wni.co.jp,http://weathernews.jp/report/swf/report_sorauta_text.swf
203.130.54.4,203.130.54.4-BL-CNC,http://www.56.com/
68.169.102.148,68.169.102.148,http://images.phun.org/phun/gfx/butt_links.gif
75.126.50.199,c7.32.7e4b.ip4.static.sl-reverse.com,http://www.pirate4x4.com/images/v3menu/side-menuV3_11.gif
210.237.173.52,210.237.173.52,http://weathernews.jp/report/swf/report_sorauta_text.swf
111.223.34.213,ppp-111.223.34.213.revip.proen.co.th,http://www.thaiseoboard.com/Themes/thaiseoboard_rev2009/js/jquery-toggle.js
83.222.231.69,83.222.231.69,http://www.starstore.com/Site_nav_images/Links1.gif
184.168.192.92,p3nlhwst026.shr.prod.phx3.secureserver.net,http://www.theinmatelocator.com/images/links/444f432050617463686573-o.png
209.59.165.41,209.59.165.41,http://www.arabsgate.com/images/logomain.png
167.7.50.1,coc.sc.gov,http://www.state.sc.us/
104.239.221.5,104.239.221.5,http://allwomenstalk.com/
164.44.64.195,pcesq.com,http://www.chubb.com/common/images/tn_lineas_personales-over.gif
72.52.142.199,host.anchorwebhost.com,http://www.ifb1000.com/button.php?id=789
208.91.60.7,208.91.60.7,http://media.ljworld.com/javascript/yui/yahoo-dom-event/yahoo-dom-event.js
174.35.52.184,i1-h0-s4004.p9-jfk.cdngp.net,http://imgcache.qq.com/ac/www_tencent/zh-cn/images/menu/submenu/search/ori/menu-sr-03.png
173.255.194.159,li204-159.members.linode.com,http://www.snipplr.com/js/dragdrop.js
5.9.55.152,static.152.55.9.5.clients.your-server.de,http://www.10neen.com/img/3.jpg
210.210.24.66,210-210-24-66.lan.sify.net,http://www.billdesk.com/images/lsecurity.gif
69.25.29.143,69.25.29.143,http://www.coldwatercreek.com/
207.58.150.180,207.58.150.180,http://www.leftlanenews.com/
216.52.29.100,216.52.29.100,http://www.2wire.net/imgs/bullet.png
65.51.251.67,4133fb43.cst.lightpath.net,http://www.assurancewireless.com/App_Themes/Default/ToolTip.Default.css
90.156.152.7,vm460518.vps.masterhost.ru,http://fincake.ru/images/chart.swf
216.145.103.171,ip171.216.145.103.nas.net,http://www.bible.ca/
37.187.131.123,ns316739.ip-37-187-131.eu,http://www.liex.ru/liex_new_images/borderTopRight.png
50.22.188.71,47.bc.1632.ip4.static.sl-reverse.com,http://www.theweek.com/
64.38.237.140,64.38.237.140,http://www.wannawatch.com/images/cct.jpg
69.73.181.7,hemlock.nocdirect.com,http://www.freetattoodesigns.org/images/free-tattoo-designs.png
74.85.224.199,tx2.tip-ex.com,http://static.abcteach.com/globals/images/tab_layout_free/abctools_tab/abctools_icons/crossword.png
72.21.81.48,72.21.81.48,http://plugins.longtailvideo.com/viral-2d.swf
72.21.81.83,72.21.81.83,http://c.ppstatic.com/img/superbet/adobe.jpg
31.7.59.14,31.7.59.14,http://bitsnoop.com/j/suggest.js
138.91.0.30,waws-prod-kw1-001.cloudapp.net,http://www.bunshun.jp/images_new/cap_maga.jpg
65.182.186.180,nc.groundvc.com,http://www.theamazingwidget.com/images/cen_lef.gif
66.103.141.183,66.103.141.183,http://www.vitalrec.com/graphics/Top100.gif
174.46.74.235,174.46.74.235,http://static.newsru.com/img/news_plash_up2.gif
50.63.81.1,p3nlhg378c1378.shr.prod.phx3.secureserver.net,http://www.vanishingtattoo.com/css/images/index-line.jpg
64.26.131.68,64.26.131.68,http://www.mls.ca/
74.125.239.143,74.125.239.143,http://www.google.com.bo/
67.228.31.220,dc.1f.e443.ip4.static.sl-reverse.com,http://img.spamarrest.com/img/public/home/steps.gif
64.150.175.20,64.150.175.20,http://www.ipower.com/
66.11.12.210,s210.n12.n11.n66.static.ohio1.vcentercloud.com,http://www.articlecity.com/images/family.jpg
94.182.146.186,94.182.146.186,http://www.tabnak.ir/client/themes/fa/main/img/rss.gif
94.182.146.186,94.182.146.186,http://www.tabnak.ir/client/themes/fa/main/img/rss.gif
95.211.229.142,95.211.229.142,http://www.skokoff.com/design/top-skokoff.gif
81.89.48.159,fiona.tmomedia.com,http://www.porn-w.org/
120.33.34.65,120.33.34.65,http://www.176.com/
210.237.173.52,210.237.173.52,http://weathernews.jp/images/background.gif
208.87.225.243,capricorn.zboxhosting.com,http://www.d21c.com/
120.33.34.65,120.33.34.65,http://www.176.com/
120.33.34.65,120.33.34.65,http://www.176.com/
120.33.34.65,120.33.34.65,http://www.176.com/
222.73.144.198,222.73.144.198,http://www.bitscn.com/images2/coimg/bitscn.gif
74.205.103.24,74.205.103.24,http://www.doverpublications.com/
210.237.173.52,210.237.173.52,http://weathernews.jp/images/background.gif
38.91.110.101,38.91.110.101,http://www.dtiserv.com/dtiHP/dtihpNew/image/m_5.gif
38.91.110.101,38.91.110.101,http://www.dtiserv.com/dtiHP/dtihpNew/image/m_5.gif
211.8.156.34,mwsvs6061.wni.co.jp,http://weathernews.jp/images/background.gif
38.91.110.101,38.91.110.101,http://www.dtiserv.com/dtiHP/dtihpNew/image/m_5.gif
38.91.110.101,38.91.110.101,http://www.dtiserv.com/dtiHP/dtihpNew/image/m_5.gif
66.55.139.243,66.55.139.243,http://www.filmsnmovies.com/js/default.js
209.239.175.242,209.239.175.242,http://www.pipeporntube.com/images/bg.png
158.69.25.112,ns517044.ip-158-69-25.net,http://www.powerballlive.com/powerball/js/integrate/tinbupowerball.js
208.87.149.250,208.87.149.250,http://www.queryexplorer.com/
64.210.152.89,64.210.152.89,http://www.funny-games.biz/images/template/button_games_css.gif
63.135.90.236,63.135.90.236,http://www.sitemeter.com/images/partners_bottom_border.gif
8.12.217.126,8.12.217.126,http://www.madrid.org/cs/StaticFiles/ComunidadMadrid/js/jquery.cycle.all.min-2.88.js
74.85.224.199,tx2.tip-ex.com,http://static.abcteach.com/globals/images/tab_layout_free/abctools_tab/abctools_icons/bingo.png
66.55.139.243,66.55.139.243,http://www.filmsnmovies.com/js/default.js
63.135.90.236,63.135.90.236,http://www.sitemeter.com/images/partners_bottom_border.gif
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
156.29.128.66,156.29.128.66,http://www.sandiego.gov/global/graphics/contactover.gif
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
65.167.208.81,65.167.208.81,http://www.tracfone.com/scripts/tealeaf/TeaLeafEvent.js
174.132.180.196,c4.b4.84ae.static.theplanet.com,http://www.soft82.com/images/stelute/st_18.gif
173.193.209.232,e8.d1.c1ad.ip4.static.sl-reverse.com,http://www.jsoftj.com/img.jsoftj/images/right_block_footer.png
91.121.209.196,ns364617.ip-91-121-209.eu,http://www.graphicshunt.com/homegraphics/cars.jpg
91.214.104.22,hralvmail02.sntcro.eu,http://www.jutarnji.hr/template/images/cb/borderBottomRight.png
199.231.226.44,199.231.226.44,http://www.coolrom.com/images/logo.gif
85.13.143.135,dd24028.kasserver.com,http://www.wprobot.net/
40.76.215.169,40.76.215.169,http://www.roadfood.com/CSS/jquery.autocomplete.css
69.36.80.10,69.36.80.10,http://www.amazines.com/author_pics/author_thumbs/181957_45050003.jpg
64.210.152.89,64.210.152.89,http://www.funny-games.biz/javascript/vbulletin_md5.js
194.116.240.115,194.116.240.115,http://www.infopraca.pl/
61.34.243.131,61.34.243.131,http://www.gsholdings.co.kr/images/topbg.gif
150.63.3.21,150.63.3.21,http://www.nissan-global.com/EN/SHARED/IMAGES/HEADER/gn_cre_quality_h.gif
64.210.152.89,64.210.152.89,http://www.funny-games.biz/images/template/button_cartoons_css.gif
168.87.112.148,168.87.112.148,http://www.aon.com/
204.155.154.234,204.155.154.234,http://www.teenporngallery.net/
210.51.191.152,210.51.191.152,http://www.tradetang.com/
199.184.144.61,199.184.144.61,http://www.njtransit.com/styles/datePicker.css
107.6.16.15,ybee.mxout.godns.net,http://www.elforro.com/images/elforro/spriteforro.png
69.167.143.172,69.167.143.172,http://www.hostingcatalog.com/images/misc/productsandservices.jpg
114.80.230.198,114.80.230.198,http://www.anjuke.com/
67.228.2.204,cc.02.e443.ip4.static.sl-reverse.com,http://www.empiritag.com/img/slider_up.gif
114.80.230.198,114.80.230.198,http://www.anjuke.com/
62.28.26.120,62.28.26.120,http://www.xl.pt/i/bg_cx_header-top.gif
204.155.154.235,ns2.inxycdn.host,http://www.artnudegalleries.com/images/p19.jpg
173.203.27.56,173.203.27.56,http://www.snackpicks.com/
194.116.150.244,194.116.150.244,http://www.visit-x.net/promo/banner_neu/visit-x/neutral/a/EN/125x125/20070329_vx_a_125x125_EN_2.gif
216.38.11.197,216.38.11.197,http://www.naturalhealthontheweb.com/includes/newsite_images/stripe_searchbar.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
108.168.152.61,3d.98.a86c.ip4.static.sl-reverse.com,http://www.listal.com/
81.95.33.238,81.95.33.238,http://www.opennet.ru/back.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
184.168.69.139,ip-184-168-69-139.ip.secureserver.net,http://www.taurususa.com/images/bg.jpg
79.127.127.62,hosted-by.hostdl.com.asiatech.ir,http://www.98ia.com/wp-content/themes/98ia/images/arrow.gif
176.9.42.39,lnx1e.fairspot-intern.de,http://a.mouseflow.com/projects/048573b3-8add-45b5-b5c5-28554ce21119.js
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
115.239.211.92,115.239.211.92,http://eiv.baidu.com/unlic/4048_green.gif
66.55.139.243,66.55.139.243,http://www.redbalcony.com/images/navdiv.jpg
5.79.97.51,hosted-by.dimofinf.net,http://www.arabwebtalk.com/images/awtnew/misc/navbg1.gif
103.253.135.96,103.253.135.96,http://www.soccersuck.com/
207.66.182.23,vz22.videosz.com,http://www.vidddeos.com/images/flag_fr.gif
103.253.135.96,103.253.135.96,http://www.soccersuck.com/
162.250.48.61,162.250.48.61,http://www.dltk-holidays.com/holidays_data.js
59.52.28.161,59.52.28.161,http://www.jxnews.com.cn/images/rss_xml.jpg
184.172.114.18,12.72.acb8.ip4.static.sl-reverse.com,http://www.runehq.com/image/icons/twitter_logo.png
23.253.105.217,23.253.105.217,http://www.auctionzealot.com/i/t4.jpg
67.228.181.146,92.b5.e443.ip4.static.sl-reverse.com,http://www.terrificpets.com/v3assets/v3_BreedJS.js
174.37.9.234,ea.09.25ae.ip4.static.sl-reverse.com,http://www.satisfaction.com/themes/v524/img/arrow.gif
72.28.103.31,72.28.103.31,http://www.theclickcheck.com/
23.253.204.60,23.253.204.60,http://www.spaceweather.com/site_images/submityourimages_icon_white_pixmap.gif
216.93.176.80,216.93.176.80,http://www.submitexpress.com/includes/img/header_tile.jpg
175.100.207.201,175.100.207.201,http://js.sohu.com/passport/pp18030_25.js
175.100.207.201,175.100.207.201,http://js.sohu.com/passport/pp18030_25.js
78.140.172.238,v-4-kp16-d6379-238.webazilla.com,http://www.teenamite.com/images/bottom_18.jpg
183.61.81.102,183.61.81.102,http://www.100fenlm.cn/images/navCS.png
195.154.98.66,gw.rightvision.com,http://www.renault.es/
180.97.163.56,180.97.163.56,http://www.zjol.com.cn/05zjol/2010/images/close_btn3.gif
210.51.191.139,210.51.191.139,http://images.tradetang.com/images/all_img/100823/leave.gif
91.192.149.91,91.192.149.91,http://www.ferra.ru/i/bg-plashka.gif
95.211.87.198,95.211.87.198,http://justpic.info/images/1006/djbagde.png
74.117.178.90,c-b390-u0741-90.webazilla.com,http://www.4shared.com/
206.46.232.206,206.46.232.206,http://www.verizononline.com/
77.88.73.196,cC449584D.static.as2116.net,http://www.confirmit.com/
125.67.237.57,125.67.237.57,http://www.fmx.cn/css/css/images/login.gif
77.88.73.196,cC449584D.static.as2116.net,http://www.confirmit.com/
95.211.229.142,95.211.229.142,http://www.skokoff.com/covers/models/alisa/vmodel_thumb.jpg
78.140.172.236,78.140.172.236,http://www.springtimebeauties.com/images/honestpornreviews.gif
108.61.156.171,108.61.156.171.vultr.com,http://www.e46fanatics.com/images/social_callout.gif
192.229.210.39,192.229.210.39,http://pshared.5min.com/Graphics/Thumbseed/preloader_big.gif
185.18.205.182,182.205.interhost.co.il,http://www.farfesh.com/images/JP.gif
8.247.66.237,8.247.66.237,http://mediadb.kicker.de/library/image/bg-top-community.png
202.102.251.238,zz.163.ppp,http://yahoo1.beareyes.com.cn/2/cat/js/indextestleft
78.140.172.236,78.140.172.236,http://www.springtimebeauties.com/thumbs/stb209/p4.jpg
72.52.168.255,72.52.168.255,http://www.flashvortex.com/generators/364_2.png
199.182.165.116,116.165.182.199.serverel.net,http://www.fetcj.com/images/menu_03.gif
82.221.105.12,82.221.105.12,http://www.pcmegarapido.com/images/organize.jpg
74.206.97.167,ipoll.com,http://www.surveyhead.com/js/common.js
131.103.75.164,131.103.75.164,http://www.everyone.net/flash/AC_RunActiveContent.js
208.88.180.236,208.88.180.236,http://banners.adultfriendfinder.com/piclist?pid=g663406-pct&display=flash_design_01&width=750&photo=1&show_title=0&banner_title=Find%20the%20Fuck%20of%20Your%20Dreams%20in%20%5BLOC%5D%20Now%21&overlay_text=Look%20Me%20Up%21&text_color=%23FFFFFF&link_color=%23FFFFFF&background_color=transparent&overlay_color=%23990033&overlay_text_color=%23FFFFFF&photo_frame_color=%23990033&photo_frame_text_color=%23FFFFFF&bar_bg=%23FFFFFF&bar_text=%23FFFFFF&button_bg=%23990033&button_text=%23FFFFFF&thumb=portrait&page=search&target=_blank&iframe=1&lang=english
64.74.223.30,64.74.223.30,http://www.home-online-jobs.org/
74.81.169.155,155.169.81.74.static.CharlotteColo.Com,http://www.adloader.com/Images/find_out_more.gif
68.169.72.12,68.169.72.12,http://www.jizzgfs.com/splash/images/splash_thumb13.jpg
50.56.5.195,50.56.5.195,http://www.washingtonian.com/
202.248.237.184,202.248.237.184,http://homepage.nifty.com/images/gotop.gif
202.248.237.184,202.248.237.184,http://homepage.nifty.com/images/gotop.gif
67.223.104.15,15-104-223-67-static.prioritycolo.com,http://www.off-road.com/images/icons/btn_join.gif
46.45.157.28,server-46.45.157.28.as42926.net,http://www.gamyun.net/images/img_bilardo.gif
54.236.192.188,wwe.com,http://www.wweshop.com/
202.248.237.184,202.248.237.184,http://homepage.nifty.com/images/gotop.gif
205.234.175.175,vip1.G-anycast1.cachefly.net,http://static.fmpub.net/zone/274
205.234.175.175,vip1.G-anycast1.cachefly.net,http://static.fmpub.net/zone/274
209.104.5.211,locris.desert.net,http://clatl.com/images/headers/arts-entertainment.gif
50.22.58.55,37.3a.1632.ip4.static.sl-reverse.com,http://games.playfin.com/cms/cmsimages/junk/footer/crabisland.png
109.235.251.69,host-109-235-251-69.routergate.com,http://www.diziizle.net/resimler/baslik_orta.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
68.65.123.250,mit.lk,http://freakshare.net/images/dd_arrow.gif
46.229.165.132,46.229.165.132,http://www.hereamateurs.com/img/index_07.jpg
185.60.225.90,185.60.225.90,http://www.vw.com.tr/images/50.png
188.40.70.27,static.27.70.40.188.clients.your-server.de,http://www.nic.de.vu/us/images/flags/se.gif
129.15.96.11,129.15.96.11,http://www.noaa.gov/images/back_explore.png
198.72.14.22,198.72.14.22,http://www.gazette.net/
205.157.248.10,205.157.248.10,http://www.carlocate.com/Controls/ZipCodePrompt.ascx.js
98.139.135.198,UNKNOWN-98-139-135-X.yahoo.com,http://www.thedogpaddler.com/sitebuilder/images/dogpaddlerYahoo_navbar-3-inactive-22577.png
78.140.130.69,v-2-dl27-d846-69.webazilla.com,http://www.herehomemade.tv/t/090812/4c5333cf66.jpg
213.215.117.191,213.215.117.191,http://static.mediacentrum.sk/atlas.sk/images/bg/register.gif
199.192.8.2,nhsec.state.nh.us,http://www.nh.gov/graphics/logoNHHome.gif
138.91.0.30,waws-prod-kw1-001.cloudapp.net,http://www.bunshun.jp/common/img/navigation/menu06.gif
